date,code,name_ru,quant,value,change
2026-01-15,IRR,ИРАНСКИЙ РИАЛ,1000,0.5,0.00
2026-01-15,CAD,КАНАДСКИЙ ДОЛЛАР,1,367.59,+0.31
2026-01-15,CNY,КИТАЙСКИЙ ЮАНЬ,1,73.21,+0.14
2026-01-15,KWD,КУВЕЙТСКИЙ ДИНАР,1,1669.44,+2.23
2026-01-15,KGS,КЫРГЫЗСКИЙ СОМ,1,5.84,+0.01
2026-01-15,MYR,МАЛАЗИЙСКИЙ РИНГГИТ,1,126.16,+0.45
2026-01-15,MXN,МЕКСИКАНСКИЙ ПЕСО,1,28.64,+0.16
2026-01-15,MDL,МОЛДАВСКИЙ ЛЕЙ,1,30.15,-0.05
2026-01-15,NOK,НОРВЕЖСКАЯ КРОНА,1,50.7,+0.14
2026-01-15,PLN,ПОЛЬСКИЙ ЗЛОТЫЙ,1,141.23,-0.03
2026-01-15,SAR,РИЯЛ САУДОВСКОЙ АРАВИИ,1,136.11,+0.18
2026-01-15,RUB,РОССИЙСКИЙ РУБЛЬ,1,6.49,+0.03
2026-01-15,XDR,СДР,1,697.05,+0.48
2026-01-15,SGD,СИНГАПУРСКИЙ ДОЛЛАР,1,396.48,+0.34
2026-01-15,TJS,ТАДЖИКСКИЙ СОМОНИ,1,55.18,+0.19
2026-01-15,THB,ТАЙСКИЙ БАТ,1,16.26,+0.03
2026-01-15,TRY,ТУРЕЦКАЯ ЛИРА,1,11.83,+0.02
2026-01-15,UZS,УЗБЕКСКИХ СУМОВ,100,4.24,+0.03
2026-01-15,UAH,УКРАИНСКАЯ ГРИВНА,1,11.86,+0.05
2026-01-15,GBP,ФУНТ СТЕРЛИНГОВ СОЕДИНЕННОГО КОРОЛЕВСТВА,1,686.63,+0.15
2026-01-15,CZK,ЧЕШСКАЯ КРОНА,1,24.58,+0.07
2026-01-15,SEK,ШВЕДСКАЯ КРОНА,1,55.48,-0.06
2026-01-15,CHF,ШВЕЙЦАРСКИЙ ФРАНК,1,637.4,-1.30
2026-01-15,ZAR,ЮЖНО-АФРИКАНСКИЙ РАНД,1,31.11,+0.08
2026-01-15,KRW,ЮЖНО-КОРЕЙСКИХ ВОН,100,34.59,+0.01
2026-01-15,JPY,ЯПОНСКАЯ ЙЕНА,1,3.22,+0.01
2026-01-16,AUD,АВСТРАЛИЙСКИЙ ДОЛЛАР,1,342.23,+1.06
2026-01-16,AZN,АЗЕРБАЙДЖАНСКИЙ МАНАТ,1,301.45,+0.31
2026-01-16,AMD,АРМЯНСКИЙ ДРАМ,10,13.55,+0.01
2026-01-16,BYN,БЕЛОРУССКИЙ РУБЛЬ,1,176.38,+0.59
2026-01-16,BRL,БРАЗИЛЬСКИЙ РЕАЛ,1,94.68,-0.33
2026-01-16,HUF,ВЕНГЕРСКИХ ФОРИНТОВ,10,15.42,0.00
2026-01-16,HKD,ГОНКОНГСКИЙ ДОЛЛАР,1,65.51,+0.04
2026-01-16,GEL,ГРУЗИНСКИЙ ЛАРИ,1,191.8,+0.27
2026-01-16,DKK,ДАТСКАЯ КРОНА,1,79.57,-0.05
2026-01-16,AED,ДИРХАМ ОАЭ,1,139.12,+0.14
2026-01-16,USD,ДОЛЛАР США,1,510.95,+0.52
2026-01-16,EUR,ЕВРО,1,594.49,-0.37
2026-01-16,INR,ИНДИЙСКАЯ РУПИЯ,1,5.66,+0.01
2026-01-16,IRR,ИРАНСКИЙ РИАЛ,1000,0.5,0.00
2026-01-16,CAD,КАНАДСКИЙ ДОЛЛАР,1,367.56,-0.03
2026-01-16,CNY,КИТАЙСКИЙ ЮАНЬ,1,73.34,+0.13
2026-01-16,KWD,КУВЕЙТСКИЙ ДИНАР,1,1671.14,+1.70
2026-01-16,KGS,КЫРГЫЗСКИЙ СОМ,1,5.84,0.00
2026-01-16,MYR,МАЛАЗИЙСКИЙ РИНГГИТ,1,126.1,-0.06
2026-01-16,MXN,МЕКСИКАНСКИЙ ПЕСО,1,28.72,+0.08
2026-01-16,MDL,МОЛДАВСКИЙ ЛЕЙ,1,30.18,+0.03
2026-01-16,NOK,НОРВЕЖСКАЯ КРОНА,1,50.74,+0.04
2026-01-16,PLN,ПОЛЬСКИЙ ЗЛОТЫЙ,1,141.3,+0.07
2026-01-16,SAR,РИЯЛ САУДОВСКОЙ АРАВИИ,1,136.25,+0.14
2026-01-16,RUB,РОССИЙСКИЙ РУБЛЬ,1,6.5,+0.01
2026-01-16,XDR,СДР,1,697.38,+0.33
2026-01-16,SGD,СИНГАПУРСКИЙ ДОЛЛАР,1,397.07,+0.59
2026-01-16,TJS,ТАДЖИКСКИЙ СОМОНИ,1,55.12,-0.06
2026-01-16,THB,ТАЙСКИЙ БАТ,1,16.3,+0.04
2026-01-16,TRY,ТУРЕЦКАЯ ЛИРА,1,11.83,0.00
2026-01-16,UZS,УЗБЕКСКИХ СУМОВ,100,4.26,+0.02
2026-01-16,UAH,УКРАИНСКАЯ ГРИВНА,1,11.75,-0.11
2026-01-16,GBP,ФУНТ СТЕРЛИНГОВ СОЕДИНЕННОГО КОРОЛЕВСТВА,1,685.69,-0.94
2026-01-16,CZK,ЧЕШСКАЯ КРОНА,1,24.51,-0.07
2026-01-16,SEK,ШВЕДСКАЯ КРОНА,1,55.64,+0.16
2026-01-16,CHF,ШВЕЙЦАРСКИЙ ФРАНК,1,638.45,+1.05
2026-01-16,ZAR,ЮЖНО-АФРИКАНСКИЙ РАНД,1,31.24,+0.13
2026-01-16,KRW,ЮЖНО-КОРЕЙСКИХ ВОН,100,34.82,+0.23
2026-01-16,JPY,ЯПОНСКАЯ ЙЕНА,1,3.22,0.00
2026-01-17,AUD,АВСТРАЛИЙСКИЙ ДОЛЛАР,1,343.4,+1.17
2026-01-17,AZN,АЗЕРБАЙДЖАНСКИЙ МАНАТ,1,302.16,+0.71
2026-01-17,AMD,АРМЯНСКИЙ ДРАМ,10,13.59,+0.04
2026-01-17,BYN,БЕЛОРУССКИЙ РУБЛЬ,1,177.72,+1.34
2026-01-17,BRL,БРАЗИЛЬСКИЙ РЕАЛ,1,95.41,+0.73
2026-01-17,HUF,ВЕНГЕРСКИХ ФОРИНТОВ,10,15.44,+0.02
2026-01-17,HKD,ГОНКОНГСКИЙ ДОЛЛАР,1,65.66,+0.15
2026-01-17,GEL,ГРУЗИНСКИЙ ЛАРИ,1,192.25,+0.45
2026-01-17,DKK,ДАТСКАЯ КРОНА,1,79.61,+0.04
2026-01-17,AED,ДИРХАМ ОАЭ,1,139.45,+0.33
2026-01-17,USD,ДОЛЛАР США,1,512.16,+1.21
2026-01-17,EUR,ЕВРО,1,594.72,+0.23
2026-01-17,INR,ИНДИЙСКАЯ РУПИЯ,1,5.64,-0.02
2026-01-17,IRR,ИРАНСКИЙ РИАЛ,1000,0.5,0.00
2026-01-17,CAD,КАНАДСКИЙ ДОЛЛАР,1,368.67,+1.11
2026-01-17,CNY,КИТАЙСКИЙ ЮАНЬ,1,73.49,+0.15
2026-01-17,KWD,КУВЕЙТСКИЙ ДИНАР,1,1675.09,+3.95
2026-01-17,KGS,КЫРГЫЗСКИЙ СОМ,1,5.86,+0.02
2026-01-17,MYR,МАЛАЗИЙСКИЙ РИНГГИТ,1,126.3,+0.20
2026-01-17,MXN,МЕКСИКАНСКИЙ ПЕСО,1,29.02,+0.30
2026-01-17,MDL,МОЛДАВСКИЙ ЛЕЙ,1,30.18,0.00
2026-01-17,NOK,НОРВЕЖСКАЯ КРОНА,1,50.81,+0.07
2026-01-17,PLN,ПОЛЬСКИЙ ЗЛОТЫЙ,1,140.92,-0.38
2026-01-17,SAR,РИЯЛ САУДОВСКОЙ АРАВИИ,1,136.58,+0.33
2026-01-17,RUB,РОССИЙСКИЙ РУБЛЬ,1,6.57,+0.07
2026-01-17,XDR,СДР,1,698.63,+1.25
2026-01-17,SGD,СИНГАПУРСКИЙ ДОЛЛАР,1,397.76,+0.69
2026-01-17,TJS,ТАДЖИКСКИЙ СОМОНИ,1,55.25,+0.13
2026-01-17,THB,ТАЙСКИЙ БАТ,1,16.31,+0.01
2026-01-17,TRY,ТУРЕЦКАЯ ЛИРА,1,11.83,0.00
2026-01-17,UZS,УЗБЕКСКИХ СУМОВ,100,4.28,+0.02
2026-01-17,UAH,УКРАИНСКАЯ ГРИВНА,1,11.81,+0.06
2026-01-17,GBP,ФУНТ СТЕРЛИНГОВ СОЕДИНЕННОГО КОРОЛЕВСТВА,1,686.5,+0.81
2026-01-17,CZK,ЧЕШСКАЯ КРОНА,1,24.52,+0.01
2026-01-17,SEK,ШВЕДСКАЯ КРОНА,1,55.56,-0.08
2026-01-17,CHF,ШВЕЙЦАРСКИЙ ФРАНК,1,638.92,+0.47
2026-01-17,ZAR,ЮЖНО-АФРИКАНСКИЙ РАНД,1,31.26,+0.02
2026-01-17,KRW,ЮЖНО-КОРЕЙСКИХ ВОН,100,34.76,-0.06
2026-01-17,JPY,ЯПОНСКАЯ ЙЕНА,1,3.24,+0.02
2026-01-18,AUD,АВСТРАЛИЙСКИЙ ДОЛЛАР,1,343.4,0.00
2026-01-18,AZN,АЗЕРБАЙДЖАНСКИЙ МАНАТ,1,302.16,0.00
2026-01-18,AMD,АРМЯНСКИЙ ДРАМ,10,13.59,0.00
2026-01-18,BYN,БЕЛОРУССКИЙ РУБЛЬ,1,177.72,0.00
2026-01-18,BRL,БРАЗИЛЬСКИЙ РЕАЛ,1,95.41,0.00
2026-01-18,HUF,ВЕНГЕРСКИХ ФОРИНТОВ,10,15.44,0.00
2026-01-18,HKD,ГОНКОНГСКИЙ ДОЛЛАР,1,65.66,0.00
2026-01-18,GEL,ГРУЗИНСКИЙ ЛАРИ,1,192.25,0.00
2026-01-18,DKK,ДАТСКАЯ КРОНА,1,79.61,0.00
2026-01-18,AED,ДИРХАМ ОАЭ,1,139.45,0.00
2026-01-18,USD,ДОЛЛАР США,1,512.16,0.00
2026-01-18,EUR,ЕВРО,1,594.72,0.00
2026-01-18,INR,ИНДИЙСКАЯ РУПИЯ,1,5.64,0.00
2026-01-18,IRR,ИРАНСКИЙ РИАЛ,1000,0.5,0.00
2026-01-18,CAD,КАНАДСКИЙ ДОЛЛАР,1,368.67,0.00
2026-01-18,CNY,КИТАЙСКИЙ ЮАНЬ,1,73.49,0.00
2026-01-18,KWD,КУВЕЙТСКИЙ ДИНАР,1,1675.09,0.00
2026-01-18,KGS,КЫРГЫЗСКИЙ СОМ,1,5.86,0.00
2026-01-18,MYR,МАЛАЗИЙСКИЙ РИНГГИТ,1,126.3,0.00
2026-01-18,MXN,МЕКСИКАНСКИЙ ПЕСО,1,29.02,0.00
2026-01-18,MDL,МОЛДАВСКИЙ ЛЕЙ,1,30.18,0.00
2026-01-18,NOK,НОРВЕЖСКАЯ КРОНА,1,50.81,0.00
2026-01-18,PLN,ПОЛЬСКИЙ ЗЛОТЫЙ,1,140.92,0.00
2026-01-18,SAR,РИЯЛ САУДОВСКОЙ АРАВИИ,1,136.58,0.00
2026-01-18,RUB,РОССИЙСКИЙ РУБЛЬ,1,6.57,0.00
2026-01-18,XDR,СДР,1,698.63,0.00
2026-01-18,SGD,СИНГАПУРСКИЙ ДОЛЛАР,1,397.76,0.00
2026-01-18,TJS,ТАДЖИКСКИЙ СОМОНИ,1,55.25,0.00
2026-01-18,THB,ТАЙСКИЙ БАТ,1,16.31,0.00
2026-01-18,TRY,ТУРЕЦКАЯ ЛИРА,1,11.83,0.00
2026-01-18,UZS,УЗБЕКСКИХ СУМОВ,100,4.28,0.00
2026-01-18,UAH,УКРАИНСКАЯ ГРИВНА,1,11.81,0.00
2026-01-18,GBP,ФУНТ СТЕРЛИНГОВ СОЕДИНЕННОГО КОРОЛЕВСТВА,1,686.5,0.00
2026-01-18,CZK,ЧЕШСКАЯ КРОНА,1,24.52,0.00
2026-01-18,SEK,ШВЕДСКАЯ КРОНА,1,55.56,0.00
2026-01-18,CHF,ШВЕЙЦАРСКИЙ ФРАНК,1,638.92,0.00
2026-01-18,ZAR,ЮЖНО-АФРИКАНСКИЙ РАНД,1,31.26,0.00
2026-01-18,KRW,ЮЖНО-КОРЕЙСКИХ ВОН,100,34.76,0.00
2026-01-18,JPY,ЯПОНСКАЯ ЙЕНА,1,3.24,0.00
2026-01-19,AUD,АВСТРАЛИЙСКИЙ ДОЛЛАР,1,343.4,0.00
2026-01-19,AZN,АЗЕРБАЙДЖАНСКИЙ МАНАТ,1,302.16,0.00
2026-01-19,AMD,АРМЯНСКИЙ ДРАМ,10,13.59,0.00
2026-01-19,BYN,БЕЛОРУССКИЙ РУБЛЬ,1,177.72,0.00
2026-01-19,BRL,БРАЗИЛЬСКИЙ РЕАЛ,1,95.41,0.00
2026-01-19,HUF,ВЕНГЕРСКИХ ФОРИНТОВ,10,15.44,0.00
2026-01-19,HKD,ГОНКОНГСКИЙ ДОЛЛАР,1,65.66,0.00
2026-01-19,GEL,ГРУЗИНСКИЙ ЛАРИ,1,192.25,0.00
2026-01-19,DKK,ДАТСКАЯ КРОНА,1,79.61,0.00
2026-01-19,AED,ДИРХАМ ОАЭ,1,139.45,0.00
2026-01-19,USD,ДОЛЛАР США,1,512.16,0.00
2026-01-19,EUR,ЕВРО,1,594.72,0.00
2026-01-19,INR,ИНДИЙСКАЯ РУПИЯ,1,5.64,0.00
2026-01-19,IRR,ИРАНСКИЙ РИАЛ,1000,0.5,0.00
2026-01-19,CAD,КАНАДСКИЙ ДОЛЛАР,1,368.67,0.00
2026-01-19,CNY,КИТАЙСКИЙ ЮАНЬ,1,73.49,0.00
2026-01-19,KWD,КУВЕЙТСКИЙ ДИНАР,1,1675.09,0.00
2026-01-19,KGS,КЫРГЫЗСКИЙ СОМ,1,5.86,0.00
2026-01-19,MYR,МАЛАЗИЙСКИЙ РИНГГИТ,1,126.3,0.00
2026-01-19,MXN,МЕКСИКАНСКИЙ ПЕСО,1,29.02,0.00
2026-01-19,MDL,МОЛДАВСКИЙ ЛЕЙ,1,30.18,0.00
2026-01-19,NOK,НОРВЕЖСКАЯ КРОНА,1,50.81,0.00
2026-01-19,PLN,ПОЛЬСКИЙ ЗЛОТЫЙ,1,140.92,0.00
2026-01-19,SAR,РИЯЛ САУДОВСКОЙ АРАВИИ,1,136.58,0.00
2026-01-19,RUB,РОССИЙСКИЙ РУБЛЬ,1,6.57,0.00
2026-01-19,XDR,СДР,1,698.63,0.00
2026-01-19,SGD,СИНГАПУРСКИЙ ДОЛЛАР,1,397.76,0.00
2026-01-19,TJS,ТАДЖИКСКИЙ СОМОНИ,1,55.25,0.00
2026-01-19,THB,ТАЙСКИЙ БАТ,1,16.31,0.00
2026-01-19,TRY,ТУРЕЦКАЯ ЛИРА,1,11.83,0.00
2026-01-19,UZS,УЗБЕКСКИХ СУМОВ,100,4.28,0.00
2026-01-19,UAH,УКРАИНСКАЯ ГРИВНА,1,11.81,0.00
2026-01-19,GBP,ФУНТ СТЕРЛИНГОВ СОЕДИНЕННОГО КОРОЛЕВСТВА,1,686.5,0.00
2026-01-19,CZK,ЧЕШСКАЯ КРОНА,1,24.52,0.00
2026-01-19,SEK,ШВЕДСКАЯ КРОНА,1,55.56,0.00
2026-01-19,CHF,ШВЕЙЦАРСКИЙ ФРАНК,1,638.92,0.00
2026-01-19,ZAR,ЮЖНО-АФРИКАНСКИЙ РАНД,1,31.26,0.00
2026-01-19,KRW,ЮЖНО-КОРЕЙСКИХ ВОН,100,34.76,0.00
2026-01-19,JPY,ЯПОНСКАЯ ЙЕНА,1,3.24,0.00
2026-01-20,AUD,АВСТРАЛИЙСКИЙ ДОЛЛАР,1,341.4,-2.00
2026-01-20,AZN,АЗЕРБАЙДЖАНСКИЙ МАНАТ,1,300.67,-1.49
2026-01-20,AMD,АРМЯНСКИЙ ДРАМ,10,13.55,-0.04
2026-01-20,BYN,БЕЛОРУССКИЙ РУБЛЬ,1,177.27,-0.45
2026-01-20,BRL,БРАЗИЛЬСКИЙ РЕАЛ,1,94.93,-0.48
2026-01-20,HUF,ВЕНГЕРСКИХ ФОРИНТОВ,10,15.35,-0.09
2026-01-20,HKD,ГОНКОНГСКИЙ ДОЛЛАР,1,65.36,-0.30
2026-01-20,GEL,ГРУЗИНСКИЙ ЛАРИ,1,191.3,-0.95
2026-01-20,DKK,ДАТСКАЯ КРОНА,1,79.29,-0.32
2026-01-20,AED,ДИРХАМ ОАЭ,1,138.76,-0.69
2026-01-20,USD,ДОЛЛАР США,1,509.63,-2.53
2026-01-20,EUR,ЕВРО,1,592.34,-2.38
2026-01-20,INR,ИНДИЙСКАЯ РУПИЯ,1,5.6,-0.04
2026-01-20,IRR,ИРАНСКИЙ РИАЛ,1000,0.5,0.00
2026-01-20,CAD,КАНАДСКИЙ ДОЛЛАР,1,366.98,-1.69
2026-01-20,CNY,КИТАЙСКИЙ ЮАНЬ,1,73.19,-0.30
2026-01-20,KWD,КУВЕЙТСКИЙ ДИНАР,1,1666.82,-8.27
2026-01-20,KGS,КЫРГЫЗСКИЙ СОМ,1,5.83,-0.03
2026-01-20,MYR,МАЛАЗИЙСКИЙ РИНГГИТ,1,125.77,-0.53
2026-01-20,MXN,МЕКСИКАНСКИЙ ПЕСО,1,28.88,-0.14
2026-01-20,MDL,МОЛДАВСКИЙ ЛЕЙ,1,30.05,-0.13
2026-01-20,NOK,НОРВЕЖСКАЯ КРОНА,1,50.46,-0.35
2026-01-20,PLN,ПОЛЬСКИЙ ЗЛОТЫЙ,1,140.22,-0.70
2026-01-20,SAR,РИЯЛ САУДОВСКОЙ АРАВИИ,1,135.91,-0.67
2026-01-20,RUB,РОССИЙСКИЙ РУБЛЬ,1,6.54,-0.03
2026-01-20,XDR,СДР,1,695.05,-3.58
2026-01-20,SGD,СИНГАПУРСКИЙ ДОЛЛАР,1,396.63,-1.13
2026-01-20,TJS,ТАДЖИКСКИЙ СОМОНИ,1,54.92,-0.33
2026-01-20,THB,ТАЙСКИЙ БАТ,1,16.31,0.00
2026-01-20,TRY,ТУРЕЦКАЯ ЛИРА,1,11.78,-0.05
2026-01-20,UZS,УЗБЕКСКИХ СУМОВ,100,4.26,-0.02
2026-01-20,UAH,УКРАИНСКАЯ ГРИВНА,1,11.78,-0.03
2026-01-20,GBP,ФУНТ СТЕРЛИНГОВ СОЕДИНЕННОГО КОРОЛЕВСТВА,1,683.36,-3.14
2026-01-20,CZK,ЧЕШСКАЯ КРОНА,1,24.41,-0.11
2026-01-20,SEK,ШВЕДСКАЯ КРОНА,1,55.18,-0.38
2026-01-20,CHF,ШВЕЙЦАРСКИЙ ФРАНК,1,637.99,-0.93
2026-01-20,ZAR,ЮЖНО-АФРИКАНСКИЙ РАНД,1,30.99,-0.27
2026-01-20,KRW,ЮЖНО-КОРЕЙСКИХ ВОН,100,34.58,-0.18
2026-01-20,JPY,ЯПОНСКАЯ ЙЕНА,1,3.23,-0.01
2026-01-21,AUD,АВСТРАЛИЙСКИЙ ДОЛЛАР,1,341.3,-0.10
2026-01-21,AZN,АЗЕРБАЙДЖАНСКИЙ МАНАТ,1,299.14,-1.53
2026-01-21,AMD,АРМЯНСКИЙ ДРАМ,10,13.52,-0.03
2026-01-21,BYN,БЕЛОРУССКИЙ РУБЛЬ,1,176.02,-1.25
2026-01-21,BRL,БРАЗИЛЬСКИЙ РЕАЛ,1,94.43,-0.50
2026-01-21,HUF,ВЕНГЕРСКИХ ФОРИНТОВ,10,15.42,+0.07
2026-01-21,HKD,ГОНКОНГСКИЙ ДОЛЛАР,1,65.02,-0.34
2026-01-21,GEL,ГРУЗИНСКИЙ ЛАРИ,1,190.33,-0.97
2026-01-21,DKK,ДАТСКАЯ КРОНА,1,79.64,+0.35
2026-01-21,AED,ДИРХАМ ОАЭ,1,138.06,-0.70
2026-01-21,USD,ДОЛЛАР США,1,507.05,-2.58
2026-01-21,EUR,ЕВРО,1,594.82,+2.48
2026-01-21,INR,ИНДИЙСКАЯ РУПИЯ,1,5.58,-0.02
2026-01-21,IRR,ИРАНСКИЙ РИАЛ,1000,0.5,0.00
2026-01-21,CAD,КАНАДСКИЙ ДОЛЛАР,1,366.79,-0.19
2026-01-21,CNY,КИТАЙСКИЙ ЮАНЬ,1,72.86,-0.33
2026-01-21,KWD,КУВЕЙТСКИЙ ДИНАР,1,1658.92,-7.90
2026-01-21,KGS,КЫРГЫЗСКИЙ СОМ,1,5.8,-0.03
2026-01-21,MYR,МАЛАЗИЙСКИЙ РИНГГИТ,1,125.14,-0.63
2026-01-21,MXN,МЕКСИКАНСКИЙ ПЕСО,1,28.77,-0.11
2026-01-21,MDL,МОЛДАВСКИЙ ЛЕЙ,1,30,-0.05
2026-01-21,NOK,НОРВЕЖСКАЯ КРОНА,1,50.66,+0.20
2026-01-21,PLN,ПОЛЬСКИЙ ЗЛОТЫЙ,1,140.68,+0.46
2026-01-21,SAR,РИЯЛ САУДОВСКОЙ АРАВИИ,1,135.22,-0.69
2026-01-21,RUB,РОССИЙСКИЙ РУБЛЬ,1,6.51,-0.03
2026-01-21,XDR,СДР,1,691.54,-3.51
2026-01-21,SGD,СИНГАПУРСКИЙ ДОЛЛАР,1,395.58,-1.05
2026-01-21,TJS,ТАДЖИКСКИЙ СОМОНИ,1,54.7,-0.22
2026-01-21,THB,ТАЙСКИЙ БАТ,1,16.33,+0.02
2026-01-21,TRY,ТУРЕЦКАЯ ЛИРА,1,11.71,-0.07
2026-01-21,UZS,УЗБЕКСКИХ СУМОВ,100,4.21,-0.05
2026-01-21,UAH,УКРАИНСКАЯ ГРИВНА,1,11.72,-0.06
2026-01-21,GBP,ФУНТ СТЕРЛИНГОВ СОЕДИНЕННОГО КОРОЛЕВСТВА,1,683.4,+0.04
2026-01-21,CZK,ЧЕШСКАЯ КРОНА,1,24.46,+0.05
2026-01-21,SEK,ШВЕДСКАЯ КРОНА,1,55.53,+0.35
2026-01-21,CHF,ШВЕЙЦАРСКИЙ ФРАНК,1,642.57,+4.58
2026-01-21,ZAR,ЮЖНО-АФРИКАНСКИЙ РАНД,1,30.84,-0.15
2026-01-21,KRW,ЮЖНО-КОРЕЙСКИХ ВОН,100,34.36,-0.22
2026-01-21,JPY,ЯПОНСКАЯ ЙЕНА,1,3.21,-0.02
2026-01-22,AUD,АВСТРАЛИЙСКИЙ ДОЛЛАР,1,341.82,+0.52
2026-01-22,AZN,АЗЕРБАЙДЖАНСКИЙ МАНАТ,1,298.94,-0.20
2026-01-22,AMD,АРМЯНСКИЙ ДРАМ,10,13.51,-0.01
2026-01-22,BYN,БЕЛОРУССКИЙ РУБЛЬ,1,176.56,+0.54
2026-01-22,BRL,БРАЗИЛЬСКИЙ РЕАЛ,1,94.29,-0.14
2026-01-22,HUF,ВЕНГЕРСКИХ ФОРИНТОВ,10,15.4,-0.02
2026-01-22,HKD,ГОНКОНГСКИЙ ДОЛЛАР,1,64.98,-0.04
2026-01-22,GEL,ГРУЗИНСКИЙ ЛАРИ,1,190.2,-0.13
2026-01-22,DKK,ДАТСКАЯ КРОНА,1,79.41,-0.23
2026-01-22,AED,ДИРХАМ ОАЭ,1,137.96,-0.10
2026-01-22,USD,ДОЛЛАР США,1,506.7,-0.35
2026-01-22,EUR,ЕВРО,1,593.14,-1.68
2026-01-22,INR,ИНДИЙСКАЯ РУПИЯ,1,5.53,-0.05
2026-01-22,IRR,ИРАНСКИЙ РИАЛ,1000,0.5,0.00
2026-01-22,CAD,КАНАДСКИЙ ДОЛЛАР,1,366.22,-0.57
2026-01-22,CNY,КИТАЙСКИЙ ЮАНЬ,1,72.76,-0.10
2026-01-22,KWD,КУВЕЙТСКИЙ ДИНАР,1,1658.59,-0.33
2026-01-22,KGS,КЫРГЫЗСКИЙ СОМ,1,5.79,-0.01
2026-01-22,MYR,МАЛАЗИЙСКИЙ РИНГГИТ,1,125.3,+0.16
2026-01-22,MXN,МЕКСИКАНСКИЙ ПЕСО,1,28.89,+0.12
2026-01-22,MDL,МОЛДАВСКИЙ ЛЕЙ,1,29.98,-0.02
2026-01-22,NOK,НОРВЕЖСКАЯ КРОНА,1,50.84,+0.18
2026-01-22,PLN,ПОЛЬСКИЙ ЗЛОТЫЙ,1,140.37,-0.31
2026-01-22,SAR,РИЯЛ САУДОВСКОЙ АРАВИИ,1,135.12,-0.10
2026-01-22,RUB,РОССИЙСКИЙ РУБЛЬ,1,6.53,+0.02
2026-01-22,XDR,СДР,1,693.72,+2.18
2026-01-22,SGD,СИНГАПУРСКИЙ ДОЛЛАР,1,394.81,-0.77
2026-01-22,TJS,ТАДЖИКСКИЙ СОМОНИ,1,54.6,-0.10
2026-01-22,THB,ТАЙСКИЙ БАТ,1,16.3,-0.03
2026-01-22,TRY,ТУРЕЦКАЯ ЛИРА,1,11.7,-0.01
2026-01-22,UZS,УЗБЕКСКИХ СУМОВ,100,4.2,-0.01
2026-01-22,UAH,УКРАИНСКАЯ ГРИВНА,1,11.74,+0.02
2026-01-22,GBP,ФУНТ СТЕРЛИНГОВ СОЕДИНЕННОГО КОРОЛЕВСТВА,1,679.28,-4.12
2026-01-22,CZK,ЧЕШСКАЯ КРОНА,1,24.38,-0.08
2026-01-22,SEK,ШВЕДСКАЯ КРОНА,1,55.53,0.00
2026-01-22,CHF,ШВЕЙЦАРСКИЙ ФРАНК,1,639.61,-2.96
2026-01-22,ZAR,ЮЖНО-АФРИКАНСКИЙ РАНД,1,31.01,+0.17
2026-01-22,KRW,ЮЖНО-КОРЕЙСКИХ ВОН,100,34.51,+0.15
2026-01-22,JPY,ЯПОНСКАЯ ЙЕНА,1,3.21,0.00
2026-01-23,AUD,АВСТРАЛИЙСКИЙ ДОЛЛАР,1,343.98,+2.16
2026-01-23,AZN,АЗЕРБАЙДЖАНСКИЙ МАНАТ,1,298.35,-0.59
2026-01-23,AMD,АРМЯНСКИЙ ДРАМ,10,13.49,-0.02
2026-01-23,BYN,БЕЛОРУССКИЙ РУБЛЬ,1,179.34,+2.78
2026-01-23,BRL,БРАЗИЛЬСКИЙ РЕАЛ,1,95.07,+0.78
2026-01-23,HUF,ВЕНГЕРСКИХ ФОРИНТОВ,10,15.43,+0.03
2026-01-23,HKD,ГОНКОНГСКИЙ ДОЛЛАР,1,64.86,-0.12
2026-01-23,GEL,ГРУЗИНСКИЙ ЛАРИ,1,189.83,-0.37
2026-01-23,DKK,ДАТСКАЯ КРОНА,1,79.2,-0.21
2026-01-23,AED,ДИРХАМ ОАЭ,1,137.69,-0.27
2026-01-23,USD,ДОЛЛАР США,1,505.71,-0.99
2026-01-23,EUR,ЕВРО,1,591.43,-1.71
2026-01-23,INR,ИНДИЙСКАЯ РУПИЯ,1,5.52,-0.01
2026-01-23,IRR,ИРАНСКИЙ РИАЛ,1000,0.5,0.00
2026-01-23,CAD,КАНАДСКИЙ ДОЛЛАР,1,365.87,-0.35
2026-01-23,CNY,КИТАЙСКИЙ ЮАНЬ,1,72.51,-0.25
2026-01-23,KWD,КУВЕЙТСКИЙ ДИНАР,1,1654.81,-3.78
2026-01-23,KGS,КЫРГЫЗСКИЙ СОМ,1,5.78,-0.01
2026-01-23,MYR,МАЛАЗИЙСКИЙ РИНГГИТ,1,125.24,-0.06
2026-01-23,MXN,МЕКСИКАНСКИЙ ПЕСО,1,28.95,+0.06
2026-01-23,MDL,МОЛДАВСКИЙ ЛЕЙ,1,29.92,-0.06
2026-01-23,NOK,НОРВЕЖСКАЯ КРОНА,1,51.09,+0.25
2026-01-23,PLN,ПОЛЬСКИЙ ЗЛОТЫЙ,1,140.45,+0.08
2026-01-23,SAR,РИЯЛ САУДОВСКОЙ АРАВИИ,1,134.86,-0.26
2026-01-23,RUB,РОССИЙСКИЙ РУБЛЬ,1,6.65,+0.12
2026-01-23,XDR,СДР,1,691.58,-2.14
2026-01-23,SGD,СИНГАПУРСКИЙ ДОЛЛАР,1,394.04,-0.77
